latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
22.319859,114.198555,60.0,28800,Asia/Hong_Kong,GMT+8

time,temperature_2m_mean (°C),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),rain_sum (mm),wind_speed_10m_max (m/s),wind_gusts_10m_max (m/s),wind_direction_10m_dominant (°),shortwave_radiation_sum (MJ/m²),et0_fao_evapotranspiration (mm),cloud_cover_mean (%),cloud_cover_max (%),cloud_cover_min (%),dew_point_2m_mean (°C),dew_point_2m_min (°C),dew_point_2m_max (°C),wind_speed_10m_mean (m/s),wind_speed_10m_min (m/s),winddirection_10m_dominant (°),precipitation_sum (mm),snowfall_sum (cm),pressure_msl_mean (hPa),pressure_msl_max (hPa),pressure_msl_min (hPa),surface_pressure_mean (hPa),surface_pressure_max (hPa),surface_pressure_min (hPa),wind_gusts_10m_mean (m/s),wind_gusts_10m_min (m/s),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),et0_fao_evapotranspiration_sum (mm)
2022-09-08,26.9,29.8,23.5,30.9,35.9,25.5,3.00,5.52,11.30,72,21.45,4.47,93,100,27,23.7,20.2,25.0,4.05,2.27,72,3.00,0.00,1014.2,1015.8,1012.2,1007.3,1008.9,1005.4,8.72,6.30,83,97,71,4.47
2022-09-09,26.9,30.2,23.4,30.9,35.7,26.2,0.20,2.95,6.80,90,24.18,5.01,63,100,4,21.2,19.4,23.6,1.81,1.20,90,0.20,0.00,1013.1,1014.6,1010.8,1006.2,1007.7,1004.0,4.48,2.50,72,82,55,5.01
2022-09-10,26.8,28.2,24.8,32.4,34.1,30.1,1.20,2.30,7.20,150,17.97,3.58,67,100,6,24.2,23.6,24.7,1.51,0.51,150,1.20,0.00,1011.7,1013.5,1009.7,1004.8,1006.6,1002.9,3.96,2.10,86,94,76,3.58
2022-09-11,28.1,31.0,25.7,34.1,37.9,31.4,0.80,3.04,7.20,258,21.41,4.39,54,100,7,25.1,24.2,26.8,1.87,0.61,258,0.80,0.00,1009.4,1011.7,1006.7,1002.5,1004.8,999.9,4.67,2.50,84,96,68,4.39
2022-09-12,28.5,31.7,26.1,35.1,38.4,31.1,1.00,2.98,6.00,271,21.77,4.43,12,48,0,25.8,22.6,28.3,1.85,0.50,271,1.00,0.00,1007.6,1009.2,1005.7,1000.8,1002.4,998.9,4.54,1.20,87,95,58,4.43
2022-09-13,29.1,33.5,26.0,33.8,38.3,30.1,0.00,3.28,7.10,326,23.97,5.39,1,9,0,22.8,19.7,26.2,2.14,0.85,326,0.00,0.00,1007.5,1009.1,1006.0,1000.7,1002.4,999.2,5.06,3.90,70,87,44,5.39
2022-09-14,29.0,32.7,25.8,32.0,36.5,28.4,0.00,4.12,8.60,325,24.04,5.85,10,100,0,20.2,18.5,24.1,2.60,1.75,325,0.00,0.00,1007.4,1009.3,1005.4,1000.6,1002.5,998.6,5.82,3.80,60,82,44,5.85
2022-09-15,28.4,32.4,25.4,32.8,38.0,28.4,0.00,4.03,8.70,250,23.54,5.16,10,71,0,22.1,19.0,25.3,2.00,0.91,250,0.00,0.00,1006.2,1007.9,1004.1,999.4,1001.1,997.3,4.83,2.60,71,91,47,5.16
2022-09-16,29.0,32.7,26.7,34.6,38.0,32.5,0.70,3.35,6.90,224,21.70,4.68,22,100,1,24.1,19.6,26.3,1.77,0.78,224,0.70,0.00,1005.3,1006.7,1003.7,998.5,1000.0,996.9,4.37,2.70,76,91,46,4.68
2022-09-17,28.4,31.3,25.3,34.4,38.9,30.1,1.80,3.93,7.90,239,21.05,4.43,26,99,0,25.0,23.6,26.3,1.90,0.61,239,1.80,0.00,1006.4,1007.9,1005.0,999.6,1001.1,998.2,4.56,1.80,83,96,65,4.43
2022-09-18,28.3,32.3,25.5,33.8,38.7,30.1,5.90,4.21,9.60,268,21.29,4.54,66,100,1,25.0,24.1,26.1,2.82,0.81,268,5.90,0.00,1006.0,1007.9,1004.0,999.2,1001.1,997.3,6.67,3.50,83,95,63,4.54
2022-09-19,28.2,32.7,25.8,34.1,39.8,30.8,1.30,3.58,7.30,268,16.79,3.57,55,100,5,24.9,23.0,25.8,1.91,0.14,268,1.30,0.00,1006.1,1008.0,1003.6,999.3,1001.1,996.9,4.95,2.60,83,95,62,3.57
2022-09-20,27.6,29.1,25.0,31.9,34.4,29.0,5.20,6.25,14.10,82,18.46,3.89,80,100,23,24.4,22.3,25.9,4.17,0.95,82,5.20,0.00,1008.2,1011.4,1006.4,1001.4,1004.5,999.6,8.99,2.20,83,95,69,3.89
2022-09-21,27.1,29.2,24.3,29.6,31.8,26.6,2.00,7.31,15.10,87,20.56,4.74,77,100,20,22.6,21.3,24.7,5.68,4.23,87,2.00,0.00,1010.8,1012.4,1009.4,1003.9,1005.5,1002.5,11.64,8.30,77,96,63,4.74
2022-09-22,27.0,28.6,25.6,30.3,32.4,28.6,2.20,5.90,12.40,88,20.46,4.45,43,100,1,22.6,21.8,23.1,4.21,2.37,88,2.20,0.00,1011.2,1012.4,1009.6,1004.4,1005.5,1002.7,9.00,5.10,77,83,67,4.45
2022-09-23,26.9,29.6,24.3,31.7,36.0,29.2,0.90,4.29,9.50,78,19.61,4.14,48,98,2,23.5,23.0,23.9,2.19,0.89,78,0.90,0.00,1011.0,1012.6,1009.2,1004.1,1005.7,1002.4,5.75,2.70,82,95,70,4.14
2022-09-24,26.7,28.7,23.6,29.3,31.8,26.7,4.80,6.11,13.10,75,20.19,4.54,42,100,2,22.1,21.0,23.3,4.88,3.21,75,4.80,0.00,1011.3,1012.9,1009.5,1004.5,1006.0,1002.6,10.25,6.50,77,91,65,4.54
2022-09-25,27.1,29.4,25.2,30.6,33.6,28.6,0.00,4.43,9.50,79,21.79,4.80,9,48,0,22.3,21.2,23.3,3.56,1.71,79,0.00,0.00,1010.6,1012.4,1009.1,1003.7,1005.5,1002.2,7.74,4.90,75,85,64,4.80
2022-09-26,27.7,31.1,25.4,31.3,35.1,29.0,0.10,5.95,11.40,71,22.45,5.08,36,100,0,22.9,20.4,24.8,4.11,2.85,71,0.10,0.00,1009.3,1011.1,1006.8,1002.4,1004.2,1000.0,8.53,6.00,76,88,53,5.08
2022-09-27,27.9,30.0,26.5,30.4,32.4,28.7,0.30,7.93,16.30,72,18.22,4.52,100,100,100,23.9,22.9,24.9,7.03,5.82,72,0.30,0.00,1007.6,1009.4,1005.8,1000.8,1002.6,999.0,14.38,13.00,79,88,67,4.52
2022-09-28,27.5,29.3,26.3,30.0,32.4,28.2,1.50,8.26,16.50,81,18.89,4.30,93,100,35,24.1,23.4,24.8,7.14,5.83,81,1.50,0.00,1008.0,1009.5,1006.5,1001.1,1002.6,999.6,14.54,12.30,82,91,73,4.30
2022-09-29,26.5,28.4,24.1,29.4,31.0,27.1,11.90,7.41,15.00,95,13.18,3.02,92,100,53,23.8,23.1,24.4,6.00,5.01,95,11.90,0.00,1010.0,1011.9,1008.1,1003.2,1005.0,1001.2,12.57,10.80,85,95,76,3.02
2022-09-30,25.2,26.0,23.9,28.6,29.5,27.1,28.90,7.01,13.60,104,6.26,1.36,95,100,54,23.9,23.1,24.5,5.05,3.06,104,28.90,0.00,1012.3,1014.0,1010.8,1005.4,1007.0,1003.9,10.79,6.90,93,97,86,1.36
2022-10-01,26.1,27.8,25.1,30.0,32.6,28.9,8.70,5.88,11.90,99,15.26,2.91,86,100,43,24.2,23.6,24.8,4.52,2.73,99,8.70,0.00,1012.9,1014.9,1011.7,1006.0,1008.0,1004.8,9.49,7.50,90,95,82,2.91
2022-10-02,27.1,29.3,25.5,31.4,34.6,29.1,3.20,5.33,11.00,101,16.98,3.40,57,100,15,24.9,24.1,25.4,4.54,3.30,101,3.20,0.00,1013.0,1014.4,1012.1,1006.1,1007.5,1005.2,9.30,6.90,88,94,78,3.40
2022-10-03,27.6,29.5,26.4,32.8,35.5,31.0,1.10,4.26,10.10,89,19.94,3.99,17,45,0,24.9,24.1,25.6,3.17,1.50,89,1.10,0.00,1013.5,1014.9,1012.4,1006.6,1008.0,1005.5,7.22,3.50,85,93,77,3.99
2022-10-04,27.2,29.5,25.7,33.2,36.4,31.4,0.70,2.94,6.70,110,19.58,3.82,12,34,0,25.1,24.5,25.7,1.88,1.12,110,0.70,0.00,1013.8,1015.4,1012.3,1006.9,1008.5,1005.4,4.52,2.20,89,97,75,3.82
2022-10-05,27.2,29.2,25.2,31.5,33.4,29.9,0.80,6.51,12.90,88,19.13,3.87,16,81,0,24.4,23.6,25.4,4.14,0.86,88,0.80,0.00,1014.3,1016.5,1012.9,1007.4,1009.6,1006.0,8.73,2.10,85,96,72,3.87
2022-10-06,26.7,28.5,25.4,30.0,32.7,28.1,3.20,5.82,12.00,80,18.61,3.87,34,99,5,23.6,22.7,24.1,5.08,3.96,80,3.20,0.00,1015.0,1017.2,1013.2,1008.1,1010.2,1006.3,10.54,8.70,84,90,76,3.87
2022-10-07,26.4,29.4,23.6,30.0,33.6,27.6,8.20,5.65,11.10,65,19.38,4.06,40,100,1,22.9,21.8,24.0,3.84,1.00,65,8.20,0.00,1015.0,1016.7,1012.9,1008.1,1009.7,1006.1,8.39,4.10,82,97,64,4.06
2022-10-08,25.4,28.1,21.9,27.5,31.3,22.0,0.00,5.33,11.30,51,20.77,4.57,28,94,0,20.4,17.2,22.5,4.21,2.84,51,0.00,0.00,1015.5,1017.3,1013.6,1008.5,1010.4,1006.7,8.88,5.90,74,83,65,4.57
2022-10-09,26.3,30.1,22.0,28.0,33.6,19.2,0.40,8.25,16.10,34,20.28,5.19,35,98,0,20.0,14.6,22.5,4.64,3.04,34,0.40,0.00,1016.3,1019.4,1013.7,1009.4,1012.4,1006.9,9.75,7.30,70,89,51,5.19
2022-10-10,22.4,25.3,19.2,19.9,23.9,15.9,0.00,7.96,16.30,13,12.75,4.87,59,100,3,11.8,8.1,13.9,5.99,2.94,13,0.00,0.00,1018.0,1020.1,1015.9,1011.0,1013.0,1008.9,12.47,7.50,52,64,37,4.87
2022-10-11,21.9,25.3,18.4,20.2,25.4,14.3,0.00,5.98,12.00,33,19.75,5.34,14,77,0,10.5,6.0,15.5,4.07,1.36,33,0.00,0.00,1016.8,1018.6,1014.6,1009.8,1011.6,1007.6,8.70,3.30,49,68,41,5.34
2022-10-12,23.0,26.7,19.4,22.6,26.4,17.2,0.00,4.72,10.10,40,21.27,4.99,26,98,0,13.3,9.0,18.6,3.36,1.65,40,0.00,0.00,1015.5,1017.3,1013.6,1008.5,1010.3,1006.7,7.13,3.30,56,74,38,4.99
2022-10-13,24.3,28.7,20.6,24.8,29.1,18.7,0.00,4.74,10.30,41,20.49,4.94,25,100,0,15.6,9.7,21.0,3.43,2.40,41,0.00,0.00,1013.5,1015.8,1010.8,1006.6,1008.9,1004.0,7.36,5.10,60,82,42,4.94
2022-10-14,25.2,28.9,22.4,26.9,30.4,23.2,0.00,5.60,11.00,61,20.47,4.63,20,88,0,18.7,15.4,20.7,3.51,1.17,61,0.00,0.00,1012.0,1013.8,1009.6,1005.1,1006.9,1002.8,7.68,2.50,69,83,44,4.63
2022-10-15,25.7,29.9,21.8,26.3,31.1,20.1,0.00,4.74,10.00,19,20.72,5.17,46,96,0,15.9,12.5,21.0,3.23,1.70,19,0.00,0.00,1010.9,1013.5,1008.8,1004.0,1006.6,1002.0,7.13,4.10,57,89,43,5.17
2022-10-16,27.2,30.9,23.3,26.1,31.1,20.7,0.00,6.55,13.20,1,18.07,6.63,82,100,12,14.2,11.8,16.8,5.12,2.94,1,0.00,0.00,1009.1,1011.2,1007.3,1002.3,1004.3,1000.5,10.94,7.10,45,51,40,6.63
2022-10-17,25.7,28.3,23.2,22.8,25.5,20.7,1.40,9.06,18.00,9,10.08,6.37,100,100,100,13.1,10.3,15.3,7.50,5.74,9,1.40,0.00,1008.8,1010.6,1006.8,1001.9,1003.7,999.9,15.51,14.00,46,60,39,6.37
2022-10-18,19.5,25.4,15.8,16.7,20.6,12.7,29.00,9.54,19.10,29,5.89,2.90,100,100,100,14.1,9.1,16.1,7.89,6.26,29,29.00,0.00,1012.8,1016.0,1009.6,1005.8,1008.9,1002.7,16.27,13.40,73,91,36,2.90
2022-10-19,21.5,23.6,18.2,19.2,22.2,15.7,0.00,8.65,17.40,56,14.45,4.65,96,100,73,12.7,8.1,16.6,6.18,3.35,56,0.00,0.00,1015.5,1017.6,1013.7,1008.5,1010.6,1006.6,12.99,8.50,58,76,41,4.65
2022-10-20,22.9,24.1,21.5,22.1,24.3,19.2,0.00,7.68,15.30,70,18.84,4.58,65,100,2,17.0,15.2,19.4,6.47,4.44,70,0.00,0.00,1017.4,1019.5,1015.6,1010.4,1012.5,1008.6,13.26,9.90,69,79,64,4.58
2022-10-21,23.4,25.8,21.9,24.5,27.6,21.8,0.00,6.36,12.30,73,19.63,4.16,35,100,0,18.2,16.7,19.8,4.07,1.41,73,0.00,0.00,1017.2,1019.5,1014.9,1010.2,1012.5,1007.9,8.72,3.30,73,84,58,4.16
2022-10-22,24.3,28.6,20.7,27.0,29.9,23.5,0.50,3.81,8.50,58,16.92,3.57,54,100,0,19.5,16.2,22.1,2.12,0.85,58,0.50,0.00,1015.6,1017.4,1013.5,1008.7,1010.4,1006.6,5.24,2.80,77,96,47,3.57
2022-10-23,24.3,27.1,22.3,26.8,30.8,24.0,0.00,6.14,12.90,51,13.04,2.93,54,100,5,20.5,16.8,23.4,3.03,0.78,51,0.00,0.00,1014.8,1016.9,1012.9,1007.9,1010.0,1006.0,6.92,2.80,80,93,57,2.93
2022-10-24,23.8,25.2,22.9,23.8,25.7,22.3,0.10,7.51,15.20,79,17.69,4.28,58,100,1,18.6,17.6,20.2,6.38,4.54,79,0.10,0.00,1016.1,1018.4,1014.0,1009.1,1011.4,1007.0,13.06,10.60,73,82,65,4.28
2022-10-25,22.5,23.7,21.0,21.4,23.1,19.1,0.00,7.79,15.90,81,19.48,4.45,77,100,15,17.1,15.7,18.5,7.09,5.50,81,0.00,0.00,1018.0,1019.5,1016.8,1011.0,1012.5,1009.8,14.39,11.80,72,79,64,4.45
2022-10-26,22.3,23.4,21.2,22.2,24.0,20.3,0.00,6.71,13.50,82,19.48,4.14,59,100,0,17.2,15.8,18.7,5.36,3.34,82,0.00,0.00,1017.1,1019.0,1014.9,1010.1,1012.0,1007.9,11.18,6.80,73,82,63,4.14
2022-10-27,23.2,25.9,21.8,24.5,27.1,22.6,0.00,5.07,10.80,80,19.18,3.93,39,89,0,18.4,16.9,20.6,3.87,1.33,80,0.00,0.00,1015.9,1017.4,1013.9,1008.9,1010.4,1006.9,8.30,3.00,75,88,58,3.93
2022-10-28,24.1,28.3,21.3,25.4,29.7,21.8,0.00,4.75,9.50,61,18.98,4.21,14,87,0,18.7,16.0,20.7,3.95,2.69,61,0.00,0.00,1015.4,1017.4,1012.8,1008.4,1010.4,1005.9,8.51,6.00,73,89,49,4.21
2022-10-29,23.9,28.7,20.6,24.9,29.0,20.1,0.00,4.98,10.80,37,17.27,4.08,65,100,6,17.6,15.1,20.7,3.63,1.51,37,0.00,0.00,1014.2,1016.5,1011.5,1007.3,1009.5,1004.6,8.16,3.70,69,90,48,4.08
2022-10-30,24.2,28.8,20.3,23.4,28.1,18.7,0.00,6.63,13.30,17,18.99,5.41,81,100,0,15.2,13.9,16.1,5.29,1.98,17,0.00,0.00,1011.3,1013.6,1008.4,1004.4,1006.6,1001.6,11.30,5.60,58,70,42,5.41
2022-10-31,24.3,27.0,21.2,21.1,23.5,17.5,0.00,9.05,18.20,13,12.10,6.08,100,100,100,12.9,11.8,14.1,7.81,6.65,13,0.00,0.00,1008.5,1010.6,1005.5,1001.6,1003.6,998.7,16.14,13.30,49,56,43,6.08
2022-11-01,21.0,23.6,18.1,18.1,19.9,16.3,20.50,9.05,18.00,11,5.62,3.66,100,100,100,13.7,11.2,17.1,7.94,6.41,11,20.50,0.00,1008.1,1010.2,1006.6,1001.1,1003.2,999.6,16.57,14.50,65,92,46,3.66
2022-11-02,18.7,21.0,16.8,16.8,19.2,14.5,40.00,12.71,24.20,12,6.93,1.54,100,100,96,16.8,15.4,20.5,8.08,6.71,12,40.00,0.00,1007.3,1009.6,1005.5,1000.3,1002.5,998.4,16.47,13.90,89,97,81,1.54
2022-11-03,21.5,22.2,20.7,23.1,25.4,20.0,25.70,11.38,24.00,113,2.99,0.75,100,100,100,20.6,20.1,21.2,4.93,2.34,113,25.70,0.00,1011.9,1015.4,1007.3,1004.9,1008.4,1000.3,10.54,5.00,95,97,91,0.75
2022-11-04,21.9,23.2,20.1,23.3,24.7,21.6,8.70,5.76,11.70,70,7.19,1.46,95,100,20,20.4,18.7,21.1,5.09,3.41,70,8.70,0.00,1016.1,1019.2,1014.0,1009.1,1012.1,1007.0,10.21,7.30,92,98,85,1.46
2022-11-05,20.4,21.9,19.1,21.2,22.8,19.6,2.30,5.06,11.30,39,11.12,2.06,88,100,19,17.9,17.4,18.3,3.85,2.56,39,2.30,0.00,1019.0,1020.7,1017.5,1012.0,1013.6,1010.5,8.18,5.60,86,92,78,2.06
2022-11-06,19.2,20.2,18.6,20.3,21.4,19.4,10.10,4.03,9.10,30,5.41,1.08,96,100,52,17.6,16.8,18.4,3.06,1.79,30,10.10,0.00,1018.7,1021.2,1016.8,1011.6,1014.1,1009.7,6.73,3.90,91,96,82,1.08
2022-11-07,20.2,22.3,18.5,21.8,23.6,19.3,46.40,4.27,8.40,32,10.23,1.78,81,100,26,18.7,17.2,20.0,3.13,1.14,32,46.40,0.00,1017.3,1019.5,1015.5,1010.2,1012.4,1008.5,6.90,4.50,91,98,78,1.78
2022-11-08,20.7,21.7,19.1,22.7,24.4,20.7,75.40,4.18,8.90,44,6.78,1.22,89,100,43,19.7,18.5,20.4,3.27,2.21,44,75.40,0.00,1017.4,1019.3,1015.9,1010.3,1012.2,1008.8,7.12,5.70,94,98,91,1.22
2022-11-09,22.6,25.1,20.8,25.0,28.2,22.3,0.10,4.00,8.60,59,16.73,3.03,21,95,0,19.9,19.1,20.6,2.84,1.39,59,0.10,0.00,1017.1,1019.0,1015.2,1010.1,1012.0,1008.2,6.43,3.30,85,92,73,3.03
2022-11-10,22.7,26.0,21.1,25.9,30.3,23.7,0.00,4.90,9.90,70,16.46,2.91,9,63,0,20.8,19.7,22.8,2.36,0.92,70,0.00,0.00,1016.7,1019.3,1014.5,1009.7,1012.3,1007.5,5.28,1.90,89,97,77,2.91
2022-11-11,22.5,25.2,20.1,25.1,28.9,23.0,0.10,6.07,12.20,69,15.14,2.65,24,100,0,20.9,19.7,22.0,3.34,1.52,69,0.10,0.00,1016.2,1018.9,1014.5,1009.2,1011.9,1007.5,7.20,2.90,90,97,78,2.65
2022-11-12,22.1,24.9,20.0,25.1,27.8,22.9,0.00,4.75,9.40,61,10.45,1.92,31,100,0,20.7,19.6,21.4,2.46,1.08,61,0.00,0.00,1015.2,1017.7,1013.5,1008.2,1010.7,1006.5,5.37,2.70,92,98,80,1.92
2022-11-13,22.9,26.2,20.6,26.8,31.4,23.7,0.00,3.21,7.30,59,17.04,3.01,15,87,0,21.6,20.2,23.3,1.93,1.21,59,0.00,0.00,1015.8,1017.6,1014.5,1008.8,1010.6,1007.5,4.65,2.70,92,98,82,3.01
2022-11-14,22.9,24.6,21.6,24.9,26.6,22.8,0.00,7.21,14.40,69,15.29,2.61,33,100,0,20.9,20.4,21.9,4.51,1.42,69,0.00,0.00,1016.6,1019.1,1014.9,1009.6,1012.1,1007.9,9.50,3.20,89,96,77,2.61
2022-11-15,23.2,25.0,22.2,25.8,27.8,24.7,0.00,4.40,9.20,64,16.41,2.94,44,100,1,20.7,20.0,21.4,3.25,2.08,64,0.00,0.00,1015.5,1017.6,1013.7,1008.5,1010.6,1006.7,6.92,4.20,86,94,75,2.94
2022-11-16,22.7,24.2,21.7,24.2,25.5,23.1,0.50,6.99,14.10,78,14.26,2.45,30,100,1,20.8,20.2,21.2,5.25,3.49,78,0.50,0.00,1014.9,1016.8,1013.6,1007.9,1009.8,1006.6,10.78,7.10,89,95,82,2.45
2022-11-17,22.8,24.9,21.5,25.1,27.2,23.0,0.10,5.20,11.20,72,11.89,2.19,48,100,0,20.9,20.5,21.6,3.90,1.20,72,0.10,0.00,1014.5,1016.2,1012.6,1007.5,1009.2,1005.7,8.27,3.10,89,95,78,2.19
2022-11-18,23.3,25.3,21.8,25.9,28.2,24.2,0.00,4.41,9.50,69,15.17,2.71,19,99,0,21.3,20.9,21.7,3.62,2.44,69,0.00,0.00,1015.5,1017.0,1013.9,1008.5,1010.0,1007.0,7.64,5.00,89,97,79,2.71
2022-11-19,23.5,26.0,22.2,26.1,29.2,23.7,0.00,4.62,9.60,62,16.44,3.13,28,100,0,20.7,19.7,21.7,3.22,1.04,62,0.00,0.00,1015.1,1017.0,1012.7,1008.2,1010.0,1005.7,7.08,2.80,85,96,71,3.13
2022-11-20,23.0,26.2,20.5,25.2,28.9,21.2,0.00,4.28,9.10,55,15.74,3.00,26,88,0,20.1,17.8,21.5,3.57,2.02,55,0.00,0.00,1014.0,1016.0,1012.0,1007.0,1009.0,1005.0,7.58,4.10,84,95,71,3.00
2022-11-21,22.9,24.2,22.1,23.4,24.6,22.3,2.00,7.79,15.00,69,9.06,2.28,85,100,10,20.1,19.7,20.7,6.49,4.47,69,2.00,0.00,1013.6,1015.4,1011.2,1006.6,1008.4,1004.3,12.95,9.00,84,91,77,2.28
2022-11-22,22.5,23.4,21.6,23.8,25.4,22.0,18.40,7.69,14.80,71,7.14,1.39,98,100,76,21.1,20.3,22.0,6.02,4.38,71,18.40,0.00,1013.2,1014.8,1011.4,1006.2,1007.8,1004.4,12.10,8.60,92,96,87,1.39
2022-11-23,22.8,24.0,22.2,25.3,27.2,23.5,26.10,6.75,12.70,69,4.91,0.96,100,100,100,22.1,21.4,22.7,4.71,3.20,69,26.10,0.00,1013.8,1015.6,1012.4,1006.8,1008.6,1005.4,9.38,6.60,96,98,91,0.96
2022-11-24,21.7,22.2,21.2,22.9,23.7,22.4,9.90,6.96,13.30,71,3.64,0.75,100,100,100,20.9,20.3,21.7,5.91,4.70,71,9.90,0.00,1014.9,1017.1,1013.2,1007.9,1010.1,1006.2,11.60,9.40,95,98,93,0.75
2022-11-25,22.3,23.9,21.3,24.6,26.7,22.4,8.50,6.24,11.80,73,8.67,1.58,99,100,82,21.2,20.5,21.9,4.13,1.92,73,8.50,0.00,1015.5,1017.0,1013.7,1008.5,1010.0,1006.7,8.38,4.40,93,98,87,1.58
2022-11-26,22.2,23.6,20.9,24.5,25.7,23.1,4.10,5.51,10.60,65,8.76,1.72,84,100,9,20.4,19.5,21.4,3.48,2.16,65,4.10,0.00,1014.9,1017.0,1013.3,1007.9,1010.0,1006.3,7.22,5.20,90,98,81,1.72
2022-11-27,23.2,24.1,21.8,25.4,27.5,23.1,2.20,6.37,12.50,105,4.90,1.26,100,100,100,21.5,19.5,22.8,4.63,2.78,105,2.20,0.00,1012.6,1014.5,1011.0,1005.6,1007.5,1004.0,9.37,5.90,91,97,84,1.26
2022-11-28,23.9,25.8,23.0,28.5,30.7,27.4,1.90,3.00,7.20,129,11.96,2.09,61,100,24,23.3,22.8,24.1,2.05,0.64,129,1.90,0.00,1012.4,1014.2,1011.1,1005.4,1007.2,1004.1,4.92,2.80,96,99,90,2.09
2022-11-29,24.0,25.5,22.0,28.3,29.7,26.0,0.10,3.81,8.00,93,13.58,2.34,44,100,0,23.1,21.7,23.9,2.42,1.30,93,0.10,0.00,1013.5,1015.3,1011.9,1006.6,1008.3,1005.0,5.18,2.10,95,100,88,2.34
2022-11-30,19.6,22.4,15.2,19.3,25.8,11.9,0.00,6.17,12.60,17,10.19,2.33,51,100,0,16.0,9.7,21.6,4.74,1.57,17,0.00,0.00,1017.6,1020.5,1014.7,1010.5,1013.3,1007.7,9.77,2.40,80,98,69,2.33
2022-12-01,13.1,15.8,11.0,9.6,13.4,6.8,1.10,6.72,13.50,11,9.99,2.34,89,100,3,8.3,6.5,11.2,5.97,5.10,11,1.10,0.00,1021.1,1023.3,1019.8,1013.8,1016.0,1012.6,12.30,10.70,73,91,69,2.34
2022-12-02,13.1,16.8,9.8,10.2,15.5,4.8,0.00,6.85,13.80,7,14.46,2.67,62,100,2,7.9,4.2,11.3,4.72,1.51,7,0.00,0.00,1020.0,1022.1,1017.6,1012.7,1014.8,1010.4,10.09,4.50,71,76,68,2.67
2022-12-03,16.7,20.1,13.4,15.9,20.3,11.0,0.00,4.13,8.20,12,12.09,2.35,79,100,11,12.5,8.6,15.5,3.14,1.50,12,0.00,0.00,1017.6,1019.4,1015.5,1010.4,1012.2,1008.4,6.71,3.00,76,88,71,2.35
2022-12-04,18.3,21.2,15.9,17.6,21.3,14.4,0.40,4.74,9.70,12,13.84,2.73,65,100,8,13.9,11.0,15.9,3.78,2.31,12,0.40,0.00,1018.4,1020.3,1016.9,1011.2,1013.2,1009.8,7.98,4.40,75,82,68,2.73
2022-12-05,14.5,17.3,12.1,11.1,14.7,7.8,0.00,7.14,14.40,7,11.60,2.80,61,100,0,8.6,6.6,10.6,5.76,4.69,7,0.00,0.00,1020.2,1022.9,1018.3,1013.0,1015.6,1011.1,11.90,9.60,68,72,64,2.80
2022-12-06,13.5,16.4,11.1,10.9,14.7,6.8,0.00,6.24,12.50,12,8.15,2.01,87,100,37,8.6,6.0,11.0,4.42,2.40,12,0.00,0.00,1020.0,1022.6,1017.2,1012.7,1015.3,1010.0,9.31,6.30,72,80,70,2.01
2022-12-07,16.0,20.3,12.4,14.6,19.8,9.4,0.00,5.02,10.10,19,15.26,2.80,29,83,0,11.0,8.0,13.9,3.48,1.70,19,0.00,0.00,1019.0,1021.4,1016.4,1011.9,1014.2,1009.3,7.67,3.40,72,80,63,2.80
2022-12-08,17.5,21.3,14.3,17.1,21.7,12.7,0.00,3.72,8.10,28,15.70,2.78,29,100,0,13.0,10.6,15.2,2.78,1.63,28,0.00,0.00,1018.2,1020.4,1016.0,1011.0,1013.2,1008.9,6.06,4.00,75,81,67,2.78
2022-12-09,17.1,21.1,13.7,16.2,21.1,11.8,0.00,4.79,9.20,12,15.98,2.92,0,6,0,12.4,10.6,14.5,3.48,2.00,12,0.00,0.00,1016.2,1018.7,1013.9,1009.1,1011.5,1006.9,7.57,4.90,74,82,64,2.92
2022-12-10,16.2,20.2,12.9,14.1,19.3,9.6,0.00,5.51,11.00,12,16.21,3.24,3,52,0,10.4,7.8,12.1,4.41,2.02,12,0.00,0.00,1015.8,1017.7,1013.3,1008.6,1010.5,1006.2,9.32,7.20,69,79,60,3.24
2022-12-11,14.9,18.0,12.8,11.6,15.5,8.6,0.20,6.25,12.40,6,14.00,3.19,48,100,0,8.4,6.2,10.2,5.52,4.42,6,0.20,0.00,1016.5,1018.4,1014.2,1009.3,1011.2,1007.1,11.34,9.60,65,71,59,3.19
2022-12-12,13.7,16.0,12.2,10.0,12.7,8.2,0.10,7.07,14.60,8,9.82,2.61,68,100,0,7.3,5.8,8.5,5.81,4.43,8,0.10,0.00,1018.5,1020.9,1017.0,1011.2,1013.6,1009.7,12.08,10.10,66,70,59,2.61
2022-12-13,11.9,12.9,10.9,8.6,10.1,6.8,4.20,6.35,12.70,8,3.95,1.52,96,100,23,7.3,4.4,10.3,5.02,3.30,8,4.20,0.00,1019.5,1021.7,1017.7,1012.2,1014.4,1010.4,10.45,8.20,74,94,60,1.52
2022-12-14,10.7,11.4,9.7,7.7,9.2,6.1,10.20,6.46,12.80,12,3.66,0.70,100,100,100,9.1,8.1,10.2,5.21,3.77,12,10.20,0.00,1021.3,1023.7,1019.6,1014.0,1016.3,1012.3,10.85,7.80,90,94,86,0.70
